    66,0000010156,   11441,    -4956,    -6427,    -8,    -51,     14,     28,     2,   11439,    -4951,    -6445,     2,    -49,     10,     25,    -5,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    67,0000010312,   11381,    -4466,    -6869,    -5,    -60,     22,     25,    -1,   11381,    -4460,    -6878,    -9,    -41,     11,     24,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    68,0000010468,   11287,    -3954,    -7288,     1,    -56,     19,     26,    -3,   11289,    -3952,    -7299,    -5,    -42,     8,     25,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    69,0000010625,   11140,    -3437,    -7692,    -7,    -52,     5,     35,    -5,   11155,    -3421,    -7707,    -1,    -43,     9,     28,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    70,0000010781,   10987,    -2921,    -8055,    -1,    -56,     14,     34,    -2,   10991,    -2909,    -8072,     3,    -43,     8,     30,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    71,0000010937,   10789,    -2392,    -8390,    -1,    -58,     11,     33,     0,   10793,    -2378,    -8420,    -2,    -44,     4,     32,    -9,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    72,0000011093,   10563,    -1826,    -8737,    -8,    -49,     9,     35,    -1,   10572,    -1819,    -8759,    -3,    -37,    -1,     35,    -8,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    73,0000011249,   10318,    -1256,    -9086,    -2,    -55,     5,     41,    -1,   10327,    -1252,    -9097,    -6,    -41,    -1,     32,    -5,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    74,0000011406,    10053,    -675,    -9398,    -4,    -50,     4,     37,    -2,    10065,    -673,    -9419,    -2,    -37,     0,     31,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    75,0000011562,    9753,    -96,    -9686,    -5,    -47,    -3,     39,    -2,    9761,    -100,    -9711,     4,    -45,     0,     31,     1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    76,0000011718,    9460,     455,    -9942,    -1,    -55,    -3,     43,     0,    9462,     448,    -9962,    -5,    -38,    -4,     35,     2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    77,0000011875,    9133,     994,    -10173,     1,    -52,     1,     41,    -3,    9140,     993,    -10194,    -1,    -39,    -6,     39,    -3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    78,0000012031,    8775,    1586,    -10399,     0,    -44,    -10,     47,     3,    8788,    1578,    -10416,    -6,    -36,    -11,     40,    -4,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    79,0000012187,    8414,    2168,    -10640,    -5,    -46,    -7,     42,    -3,    8426,    2163,    -10652,    -4,    -35,    -12,     37,    -1,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    80,0000012343,    8037,    2730,    -10838,    -6,    -51,    -9,     47,     1,    8050,    2721,    -10855,    -2,    -35,    -11,     35,    -2,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    81,0000012500,    7647,    3273,    -10997,    -6,    -37,    -17,     46,     3,    7646,    3278,    -11020,     0,    -32,    -16,     41,    -5,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    82,0000012656,    7232,    3807,    -11124,    -1,    -40,    -15,     45,     3,    7249,    3805,    -11138,    -4,    -30,    -17,     39,     3,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    83,0000012812,    6812,    4321,    -11227,     1,    -44,    -19,     47,     0,    6833,    4312,    -11235,    -7,    -32,    -19,     36,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
    84,0000012968,    6367,    4844,    -11311,    -10,    -30,    -27,     47,     0,    6383,    4854,    -11331,     2,    -27,    -20,     40,    -7,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
